'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:03.330',0.130,-0.170,-0.550,-0.750
'0:03.332',0.160,-0.150,-0.540,-0.750
'0:03.334',0.160,-0.120,-0.540,-0.740
'0:03.336',0.150,-0.100,-0.540,-0.730
'0:03.338',0.130,-0.080,-0.510,-0.710
'0:03.340',0.140,-0.070,-0.490,-0.700
'0:03.342',0.150,-0.080,-0.490,-0.730
'0:03.344',0.180,-0.090,-0.500,-0.750
'0:03.346',0.200,-0.100,-0.510,-0.760
'0:03.348',0.210,-0.090,-0.510,-0.770
'0:03.350',0.200,-0.070,-0.500,-0.770
'0:03.352',0.180,-0.060,-0.470,-0.740
'0:03.354',0.170,-0.040,-0.460,-0.710
'0:03.356',0.170,-0.060,-0.460,-0.700
'0:03.358',0.170,-0.080,-0.470,-0.700
'0:03.360',0.160,-0.100,-0.470,-0.720
'0:03.362',0.160,-0.120,-0.470,-0.720
'0:03.364',0.160,-0.130,-0.480,-0.700
'0:03.366',0.140,-0.110,-0.480,-0.660
'0:03.368',0.130,-0.080,-0.470,-0.640
'0:03.370',0.130,-0.090,-0.460,-0.630
'0:03.372',0.120,-0.120,-0.450,-0.610
'0:03.374',0.110,-0.160,-0.450,-0.600
'0:03.376',0.070,-0.190,-0.430,-0.590
'0:03.378',0.050,-0.210,-0.420,-0.580
'0:03.380',0.020,-0.200,-0.400,-0.520
'0:03.382',0.000,-0.170,-0.370,-0.480
'0:03.384',-0.030,-0.170,-0.350,-0.460
'0:03.386',-0.060,-0.180,-0.330,-0.430
'0:03.388',-0.090,-0.200,-0.310,-0.380
'0:03.390',-0.130,-0.220,-0.300,-0.340
'0:03.392',-0.160,-0.240,-0.280,-0.310
'0:03.394',-0.190,-0.250,-0.250,-0.250
'0:03.396',-0.230,-0.230,-0.220,-0.200
'0:03.398',-0.240,-0.230,-0.190,-0.160
'0:03.400',-0.270,-0.230,-0.150,-0.110
'0:03.402',-0.290,-0.220,-0.120,-0.070
'0:03.404',-0.310,-0.220,-0.100,-0.030
'0:03.406',-0.340,-0.230,-0.060,0.000
'0:03.408',-0.380,-0.220,-0.030,0.030
'0:03.410',-0.420,-0.200,-0.010,0.060
'0:03.412',-0.430,-0.220,0.000,0.070
'0:03.414',-0.450,-0.220,0.020,0.090
'0:03.416',-0.470,-0.210,0.030,0.120
'0:03.418',-0.470,-0.200,0.040,0.130
'0:03.420',-0.470,-0.190,0.040,0.140
'0:03.422',-0.470,-0.190,0.050,0.160
'0:03.424',-0.480,-0.190,0.050,0.180
'0:03.426',-0.480,-0.210,0.050,0.170
'0:03.428',-0.480,-0.210,0.050,0.170
'0:03.430',-0.480,-0.220,0.050,0.180
'0:03.432',-0.480,-0.220,0.070,0.180
'0:03.434',-0.500,-0.210,0.080,0.180
'0:03.436',-0.520,-0.190,0.090,0.200
'0:03.438',-0.520,-0.170,0.100,0.220
'0:03.440',-0.510,-0.180,0.090,0.220
'0:03.442',-0.490,-0.210,0.080,0.200
'0:03.444',-0.470,-0.230,0.080,0.190
'0:03.446',-0.470,-0.240,0.070,0.190
'0:03.448',-0.460,-0.230,0.070,0.200
'0:03.450',-0.460,-0.190,0.080,0.200
'0:03.452',-0.480,-0.160,0.080,0.220
'0:03.454',-0.470,-0.150,0.070,0.220
'0:03.456',-0.450,-0.170,0.050,0.210
'0:03.458',-0.450,-0.180,0.040,0.190
'0:03.460',-0.440,-0.180,0.040,0.180
'0:03.462',-0.430,-0.190,0.020,0.170
'0:03.464',-0.420,-0.170,0.030,0.180
'0:03.466',-0.420,-0.130,0.050,0.200
'0:03.468',-0.410,-0.120,0.060,0.200
'0:03.470',-0.400,-0.120,0.070,0.200
'0:03.472',-0.380,-0.140,0.060,0.210
'0:03.474',-0.370,-0.160,0.060,0.210
'0:03.476',-0.360,-0.180,0.050,0.190
'0:03.478',-0.360,-0.170,0.060,0.200
'0:03.480',-0.370,-0.140,0.070,0.230
'0:03.482',-0.360,-0.130,0.070,0.230
'0:03.484',-0.350,-0.110,0.070,0.220
'0:03.486',-0.330,-0.110,0.060,0.220
'0:03.488',-0.320,-0.110,0.060,0.230
'0:03.490',-0.310,-0.120,0.050,0.230
'0:03.492',-0.320,-0.110,0.040,0.240
'0:03.494',-0.330,-0.080,0.040,0.260
'0:03.496',-0.320,-0.070,0.040,0.250
'0:03.498',-0.300,-0.070,0.040,0.230
'0:03.500',-0.280,-0.060,0.050,0.220
'0:03.502',-0.270,-0.070,0.060,0.220
'0:03.504',-0.270,-0.070,0.070,0.240
'0:03.506',-0.270,-0.070,0.070,0.260
'0:03.508',-0.260,-0.060,0.070,0.270
'0:03.510',-0.240,-0.070,0.060,0.260
'0:03.512',-0.240,-0.090,0.050,0.240
'0:03.514',-0.220,-0.090,0.050,0.240
'0:03.516',-0.210,-0.080,0.070,0.240
'0:03.518',-0.200,-0.050,0.090,0.240
'0:03.520',-0.200,-0.030,0.100,0.270
'0:03.522',-0.200,-0.010,0.130,0.320
'0:03.524',-0.190,-0.010,0.120,0.310
'0:03.526',-0.180,-0.030,0.110,0.290
'0:03.528',-0.170,-0.040,0.100,0.280
'0:03.530',-0.160,-0.040,0.090,0.260
'0:03.532',-0.150,-0.030,0.100,0.240
'0:03.534',-0.160,0.000,0.110,0.260
'0:03.536',-0.170,0.040,0.130,0.280
'0:03.538',-0.150,0.050,0.120,0.280
'0:03.540',-0.130,0.020,0.100,0.280
'0:03.542',-0.120,0.000,0.100,0.280
'0:03.544',-0.110,0.000,0.100,0.270
'0:03.546',-0.100,-0.010,0.100,0.280
'0:03.548',-0.080,0.000,0.100,0.300
'0:03.550',-0.090,0.020,0.110,0.300
'0:03.552',-0.080,0.020,0.120,0.300
'0:03.554',-0.080,0.020,0.120,0.290
'0:03.556',-0.070,0.010,0.120,0.290
'0:03.558',-0.070,0.000,0.110,0.290
'0:03.560',-0.060,-0.010,0.100,0.290
'0:03.562',-0.060,-0.010,0.110,0.300
'0:03.564',-0.070,0.000,0.110,0.320
'0:03.566',-0.060,0.010,0.110,0.330
'0:03.568',-0.050,0.020,0.100,0.330
'0:03.570',-0.030,0.030,0.110,0.330
'0:03.572',0.000,0.030,0.100,0.330
'0:03.574',0.000,0.010,0.080,0.320
'0:03.576',-0.030,0.000,0.080,0.310
'0:03.578',-0.060,0.000,0.080,0.320
'0:03.580',-0.070,0.000,0.090,0.320
'0:03.582',-0.060,0.010,0.090,0.310
'0:03.584',-0.050,0.030,0.100,0.310
'0:03.586',-0.040,0.030,0.100,0.300
'0:03.588',-0.020,0.030,0.100,0.290
'0:03.590',-0.010,0.020,0.090,0.280
'0:03.592',-0.020,0.020,0.090,0.280
'0:03.594',-0.020,0.020,0.090,0.270
'0:03.596',0.000,0.020,0.080,0.270
'0:03.598',0.010,0.030,0.080,0.270
'0:03.600',0.020,0.040,0.090,0.270
'0:03.602',0.020,0.030,0.090,0.280
'0:03.604',0.010,0.030,0.100,0.310
'0:03.606',0.000,0.040,0.100,0.320
'0:03.608',0.020,0.020,0.070,0.310
'0:03.610',0.010,0.000,0.040,0.290
'0:03.612',0.000,0.000,0.030,0.280
'0:03.614',0.010,-0.010,0.030,0.280
'0:03.616',0.020,0.000,0.040,0.290
'0:03.618',0.010,0.010,0.050,0.290
'0:03.620',0.000,0.050,0.060,0.320
'0:03.622',0.000,0.040,0.060,0.330
'0:03.624',0.000,0.020,0.050,0.310
'0:03.626',0.000,0.000,0.030,0.280
'0:03.628',0.000,0.000,0.020,0.260
'0:03.630',0.000,-0.010,0.010,0.250
'0:03.632',0.000,0.000,0.010,0.260
'0:03.634',0.000,0.020,0.020,0.280
'0:03.636',0.000,0.030,0.010,0.280
'0:03.638',0.000,0.010,0.010,0.270
'0:03.640',0.000,0.000,0.000,0.250
'0:03.642',0.000,-0.020,0.000,0.230
'0:03.644',0.020,-0.030,-0.010,0.210
'0:03.646',0.020,-0.040,-0.010,0.210
'0:03.648',0.010,-0.010,-0.010,0.220
'0:03.650',0.000,0.000,-0.010,0.220
'0:03.652',0.000,0.010,-0.010,0.210
'0:03.654',0.000,0.000,-0.010,0.200
'0:03.656',0.010,-0.010,-0.010,0.190
'0:03.658',0.010,-0.020,-0.020,0.180
'0:03.660',0.000,-0.010,-0.020,0.180
'0:03.662',-0.010,0.010,-0.010,0.200
'0:03.664',-0.020,0.020,0.000,0.200
'0:03.666',-0.010,0.020,-0.010,0.180
'0:03.668',0.000,0.030,-0.020,0.180
'0:03.670',0.000,0.030,-0.030,0.170
'0:03.672',0.010,0.020,-0.030,0.170
'0:03.674',0.000,0.010,-0.030,0.160
'0:03.676',-0.010,0.030,-0.020,0.160
'0:03.678',-0.010,0.030,-0.020,0.150
'0:03.680',0.000,0.030,-0.010,0.150
'0:03.682',0.000,0.030,-0.010,0.150
'0:03.684',0.000,0.030,-0.010,0.150
'0:03.686',-0.010,0.030,0.000,0.160
'0:03.688',-0.010,0.020,0.000,0.180
'0:03.690',-0.010,0.030,0.010,0.200
'0:03.692',-0.010,0.020,0.000,0.190
'0:03.694',0.000,0.000,0.000,0.170
'0:03.696',0.000,-0.010,0.000,0.170
'0:03.698',0.010,-0.010,0.000,0.180
'0:03.700',0.010,0.000,0.000,0.170
'0:03.702',0.000,0.010,0.010,0.170
'0:03.704',-0.010,0.040,0.020,0.200
'0:03.706',-0.010,0.040,0.010,0.200
'0:03.708',0.000,0.020,0.000,0.190
'0:03.710',0.000,0.000,-0.010,0.170
'0:03.712',0.000,-0.020,-0.020,0.160
'0:03.714',0.010,-0.030,-0.040,0.140
'0:03.716',0.010,-0.010,-0.040,0.140
'0:03.718',0.000,0.020,-0.010,0.150
'0:03.720',0.000,0.040,0.000,0.160
'0:03.722',0.000,0.020,0.000,0.160
'0:03.724',0.010,0.000,-0.010,0.160
'0:03.726',0.000,-0.010,-0.030,0.140
'0:03.728',0.000,-0.030,-0.030,0.130
'0:03.730',0.000,-0.030,-0.020,0.150
'0:03.732',0.000,0.000,0.000,0.190
'0:03.734',-0.010,0.010,0.000,0.200
'0:03.736',-0.010,0.020,-0.020,0.200
'0:03.738',0.000,0.010,-0.040,0.200
'0:03.740',0.010,0.000,-0.060,0.180
'0:03.742',0.020,-0.020,-0.060,0.150
'0:03.744',0.020,-0.020,-0.060,0.150
'0:03.746',0.000,0.000,-0.050,0.170
'0:03.748',0.000,0.010,-0.040,0.160
'0:03.750',0.000,0.020,-0.020,0.140
'0:03.752',0.000,0.030,-0.010,0.140
'0:03.754',0.000,0.030,0.000,0.140
'0:03.756',0.010,0.010,0.000,0.130
'0:03.758',0.010,0.000,-0.010,0.130
'0:03.760',0.000,0.010,0.000,0.150
'0:03.762',0.000,0.020,0.000,0.150
'0:03.764',0.020,0.020,-0.010,0.120
'0:03.766',0.030,0.020,-0.020,0.110
'0:03.768',0.030,0.030,-0.030,0.100
'0:03.770',0.030,0.040,-0.020,0.100
'0:03.772',0.030,0.050,-0.020,0.100
'0:03.774',0.020,0.070,-0.010,0.110
'0:03.776',0.020,0.090,-0.010,0.090
'0:03.778',0.030,0.080,-0.020,0.060
'0:03.780',0.050,0.080,-0.010,0.050
'0:03.782',0.060,0.080,0.000,0.040
'0:03.784',0.060,0.080,0.000,0.030
'0:03.786',0.060,0.080,0.000,0.030
'0:03.788',0.050,0.100,-0.010,0.040
'0:03.790',0.050,0.100,-0.020,0.040
'0:03.792',0.050,0.080,-0.020,0.030
'0:03.794',0.050,0.050,-0.030,0.020
'0:03.796',0.060,0.040,-0.030,0.020
'0:03.798',0.080,0.030,-0.020,0.020
'0:03.800',0.070,0.040,-0.010,0.020
'0:03.802',0.050,0.080,0.020,0.050
'0:03.804',0.050,0.100,0.030,0.060
'0:03.806',0.060,0.090,0.020,0.040
'0:03.808',0.070,0.060,-0.010,0.000
'0:03.810',0.080,0.030,-0.050,-0.050
'0:03.812',0.110,0.000,-0.110,-0.100
'0:03.814',0.150,0.000,-0.160,-0.150
'0:03.816',0.160,0.000,-0.220,-0.190
'0:03.818',0.170,0.000,-0.260,-0.220
'0:03.820',0.180,0.000,-0.260,-0.220
'0:03.822',0.190,0.010,-0.190,-0.170
'0:03.824',0.190,0.070,0.000,-0.040
'0:03.826',0.170,0.190,0.260,0.140
'0:03.828',0.180,0.400,0.590,0.340
'0:03.830',0.250,0.700,1.000,0.560
'0:03.832',0.350,1.050,1.460,0.810
'0:03.834',0.440,1.400,1.960,1.080
'0:03.836',0.520,1.760,2.480,1.370
'0:03.838',0.590,2.120,2.980,1.670
'0:03.840',0.640,2.470,3.480,1.980
'0:03.842',0.660,2.790,3.930,2.240
'0:03.844',0.670,3.060,4.260,2.450
'0:03.846',0.670,3.230,4.430,2.560
'0:03.848',0.660,3.280,4.460,2.570
'0:03.850',0.610,3.200,4.310,2.490
'0:03.852',0.480,2.920,3.960,2.330
'0:03.854',0.270,2.460,3.430,2.110
'0:03.856',0.040,1.910,2.810,1.840
'0:03.858',-0.140,1.430,2.210,1.570
'0:03.860',-0.250,1.020,1.690,1.290
'0:03.862',-0.300,0.700,1.250,1.020
'0:03.864',-0.320,0.450,0.890,0.780
'0:03.866',-0.330,0.240,0.570,0.580
'0:03.868',-0.330,0.060,0.300,0.390
'0:03.870',-0.320,-0.070,0.060,0.240
'0:03.872',-0.320,-0.180,-0.130,0.120
'0:03.874',-0.320,-0.280,-0.300,0.000
'0:03.876',-0.310,-0.390,-0.430,-0.120
'0:03.878',-0.300,-0.450,-0.560,-0.220
'0:03.880',-0.280,-0.500,-0.660,-0.290
'0:03.882',-0.250,-0.530,-0.730,-0.340
'0:03.884',-0.240,-0.540,-0.780,-0.390
'0:03.886',-0.230,-0.540,-0.820,-0.420
'0:03.888',-0.220,-0.550,-0.860,-0.450
'0:03.890',-0.200,-0.590,-0.900,-0.490
'0:03.892',-0.200,-0.610,-0.930,-0.510
'0:03.894',-0.200,-0.630,-0.950,-0.540
'0:03.896',-0.200,-0.640,-0.970,-0.550
'0:03.898',-0.180,-0.630,-0.960,-0.550
'0:03.900',-0.170,-0.590,-0.950,-0.540
'0:03.902',-0.160,-0.560,-0.940,-0.540
'0:03.904',-0.150,-0.550,-0.940,-0.550
'0:03.906',-0.140,-0.560,-0.930,-0.570
'0:03.908',-0.130,-0.570,-0.920,-0.590
'0:03.910',-0.110,-0.570,-0.920,-0.590
'0:03.912',-0.090,-0.570,-0.910,-0.600
'0:03.914',-0.100,-0.530,-0.880,-0.590
'0:03.916',-0.110,-0.490,-0.850,-0.570
'0:03.918',-0.100,-0.470,-0.840,-0.570
'0:03.920',-0.090,-0.460,-0.830,-0.580
'0:03.922',-0.080,-0.460,-0.830,-0.600
'0:03.924',-0.080,-0.470,-0.830,-0.610
'0:03.926',-0.080,-0.480,-0.820,-0.610
'0:03.928',-0.080,-0.470,-0.790,-0.590
'0:03.930',-0.090,-0.450,-0.750,-0.580
'0:03.932',-0.080,-0.440,-0.730,-0.580
'0:03.934',-0.070,-0.420,-0.730,-0.580
'0:03.936',-0.070,-0.410,-0.730,-0.590
'0:03.938',-0.060,-0.410,-0.730,-0.590
'0:03.940',-0.060,-0.410,-0.730,-0.590
'0:03.942',-0.080,-0.390,-0.710,-0.570
'0:03.944',-0.090,-0.370,-0.700,-0.550
'0:03.946',-0.090,-0.370,-0.700,-0.570
'0:03.948',-0.080,-0.370,-0.700,-0.570
'0:03.950',-0.080,-0.370,-0.680,-0.570
'0:03.952',-0.090,-0.360,-0.670,-0.570
'0:03.954',-0.100,-0.350,-0.660,-0.560
'0:03.956',-0.120,-0.320,-0.630,-0.520
'0:03.958',-0.140,-0.280,-0.600,-0.500
'0:03.960',-0.130,-0.300,-0.610,-0.520
'0:03.962',-0.110,-0.310,-0.610,-0.520
'0:03.964',-0.090,-0.310,-0.610,-0.520
'0:03.966',-0.080,-0.300,-0.600,-0.530
'0:03.968',-0.070,-0.300,-0.590,-0.550
'0:03.970',-0.070,-0.260,-0.560,-0.530
'0:03.972',-0.090,-0.240,-0.540,-0.520
'0:03.974',-0.080,-0.250,-0.550,-0.530
'0:03.976',-0.080,-0.260,-0.560,-0.550
'0:03.978',-0.080,-0.280,-0.570,-0.560
'0:03.980',-0.070,-0.280,-0.570,-0.570
'0:03.982',-0.050,-0.260,-0.570,-0.570
'0:03.984',-0.040,-0.220,-0.560,-0.570
'0:03.986',-0.040,-0.200,-0.540,-0.580
'0:03.988',-0.020,-0.190,-0.530,-0.590
'0:03.990',-0.020,-0.190,-0.520,-0.600
'0:03.992',0.000,-0.210,-0.530,-0.610
'0:03.994',0.000,-0.220,-0.540,-0.620
'0:03.996',0.000,-0.230,-0.550,-0.620
'0:03.998',0.000,-0.210,-0.530,-0.610
'0:04.000',0.000,-0.160,-0.510,-0.600
'0:04.002',0.020,-0.150,-0.510,-0.610
'0:04.004',0.040,-0.140,-0.510,-0.620
'0:04.006',0.060,-0.150,-0.510,-0.640
'0:04.008',0.070,-0.160,-0.520,-0.660
'0:04.010',0.080,-0.170,-0.530,-0.680
'0:04.012',0.080,-0.150,-0.520,-0.680
'0:04.014',0.080,-0.110,-0.490,-0.660
'0:04.016',0.110,-0.090,-0.470,-0.660
'0:04.018',0.130,-0.070,-0.470,-0.680
'0:04.020',0.140,-0.070,-0.480,-0.680
'0:04.022',0.170,-0.090,-0.480,-0.680
'0:04.024',0.190,-0.100,-0.480,-0.690
'0:04.026',0.170,-0.110,-0.470,-0.690
'0:04.028',0.170,-0.110,-0.460,-0.680
'0:04.030',0.190,-0.110,-0.450,-0.680
'0:04.032',0.210,-0.090,-0.440,-0.680
'0:04.034',0.220,-0.080,-0.440,-0.680
'0:04.036',0.220,-0.070,-0.420,-0.680
'0:04.038',0.240,-0.070,-0.410,-0.660
'0:04.040',0.240,-0.050,-0.380,-0.630
'0:04.042',0.220,-0.030,-0.360,-0.610
'0:04.044',0.220,-0.050,-0.360,-0.610
'0:04.046',0.230,-0.060,-0.370,-0.600
'0:04.048',0.240,-0.060,-0.390,-0.590
'0:04.050',0.230,-0.060,-0.400,-0.600
'0:04.052',0.220,-0.070,-0.390,-0.580
'0:04.054',0.200,-0.060,-0.390,-0.560
'0:04.056',0.180,-0.070,-0.400,-0.540
'0:04.058',0.180,-0.080,-0.400,-0.540
'0:04.060',0.170,-0.100,-0.390,-0.530
'0:04.062',0.170,-0.120,-0.390,-0.500
'0:04.064',0.170,-0.130,-0.370,-0.480
'0:04.066',0.150,-0.130,-0.350,-0.470
'0:04.068',0.120,-0.120,-0.320,-0.430
'0:04.070',0.110,-0.110,-0.300,-0.380
'0:04.072',0.090,-0.130,-0.270,-0.350
'0:04.074',0.080,-0.150,-0.250,-0.340
'0:04.076',0.070,-0.170,-0.240,-0.320
'0:04.078',0.040,-0.170,-0.210,-0.270
'0:04.080',0.010,-0.170,-0.190,-0.230
'0:04.082',-0.010,-0.160,-0.160,-0.180
'0:04.084',-0.030,-0.130,-0.130,-0.150
'0:04.086',-0.050,-0.110,-0.100,-0.110
'0:04.088',-0.080,-0.110,-0.080,-0.090
'0:04.090',-0.100,-0.130,-0.060,-0.070
'0:04.092',-0.120,-0.140,-0.050,-0.050
'0:04.094',-0.130,-0.140,-0.040,-0.020
'0:04.096',-0.150,-0.130,-0.010,0.020
'0:04.098',-0.170,-0.100,0.020,0.060
'0:04.100',-0.170,-0.090,0.040,0.080
'0:04.102',-0.170,-0.080,0.060,0.110
'0:04.104',-0.170,-0.110,0.070,0.120
'0:04.106',-0.170,-0.140,0.080,0.120
'0:04.108',-0.180,-0.160,0.080,0.120
'0:04.110',-0.210,-0.160,0.100,0.140
'0:04.112',-0.220,-0.140,0.100,0.160
'0:04.114',-0.210,-0.140,0.100,0.170
'0:04.116',-0.200,-0.140,0.110,0.190
'0:04.118',-0.210,-0.130,0.120,0.210
'0:04.120',-0.210,-0.130,0.130,0.220
'0:04.122',-0.220,-0.140,0.130,0.230
'0:04.124',-0.240,-0.130,0.140,0.240
'0:04.126',-0.250,-0.110,0.150,0.250
'0:04.128',-0.240,-0.100,0.150,0.250
'0:04.130',-0.220,-0.100,0.130,0.250
'0:04.132',-0.220,-0.100,0.120,0.250
'0:04.134',-0.230,-0.090,0.130,0.260
'0:04.136',-0.220,-0.080,0.130,0.260
'0:04.138',-0.220,-0.070,0.120,0.290
'0:04.140',-0.240,-0.050,0.130,0.300
'0:04.142',-0.250,-0.060,0.130,0.270
'0:04.144',-0.240,-0.070,0.110,0.250
'0:04.146',-0.230,-0.080,0.090,0.240
'0:04.148',-0.210,-0.080,0.080,0.240
'0:04.150',-0.200,-0.070,0.080,0.230
'0:04.152',-0.200,-0.040,0.080,0.250
'0:04.154',-0.200,-0.020,0.100,0.260
'0:04.156',-0.180,-0.030,0.100,0.250
'0:04.158',-0.180,-0.040,0.090,0.240
'0:04.160',-0.180,-0.050,0.080,0.230
'0:04.162',-0.160,-0.050,0.070,0.230
'0:04.164',-0.160,-0.050,0.070,0.230
'0:04.166',-0.160,-0.040,0.100,0.220
'0:04.168',-0.170,-0.010,0.120,0.240
'0:04.170',-0.160,0.000,0.120,0.240
'0:04.172',-0.140,0.000,0.100,0.240
'0:04.174',-0.130,-0.020,0.080,0.220
'0:04.176',-0.120,-0.050,0.080,0.200
'0:04.178',-0.110,-0.060,0.070,0.200
'0:04.180',-0.100,-0.040,0.080,0.220
'0:04.182',-0.100,0.000,0.100,0.240
'0:04.184',-0.090,0.010,0.100,0.240
'0:04.186',-0.080,0.020,0.100,0.230
'0:04.188',-0.070,0.000,0.100,0.230
'0:04.190',-0.070,-0.020,0.090,0.240
'0:04.192',-0.070,-0.050,0.080,0.230
'0:04.194',-0.070,-0.040,0.070,0.230
'0:04.196',-0.070,-0.030,0.080,0.250
'0:04.198',-0.060,-0.020,0.080,0.250
'0:04.200',-0.050,0.000,0.080,0.250
'0:04.202',-0.050,0.010,0.090,0.250
'0:04.204',-0.030,0.000,0.090,0.240
'0:04.206',-0.020,-0.020,0.090,0.230
'0:04.208',-0.040,-0.020,0.090,0.240
'0:04.210',-0.040,0.000,0.100,0.250
'0:04.212',-0.040,0.000,0.090,0.250
'0:04.214',-0.030,0.000,0.080,0.240
'0:04.216',-0.040,0.010,0.090,0.230
'0:04.218',-0.040,0.020,0.090,0.240
'0:04.220',-0.030,0.010,0.090,0.240
'0:04.222',-0.020,0.010,0.080,0.260
'0:04.224',-0.030,0.020,0.100,0.280
'0:04.226',-0.020,0.010,0.100,0.270
'0:04.228',0.000,0.000,0.090,0.250
'0:04.230',0.010,0.000,0.090,0.230
'0:04.232',0.040,0.000,0.080,0.220
'0:04.234',0.040,0.000,0.080,0.210
'0:04.236',0.040,0.000,0.080,0.200
'0:04.238',0.030,0.020,0.070,0.210
'0:04.240',0.040,0.020,0.050,0.200
'0:04.242',0.050,0.000,0.040,0.190
'0:04.244',0.070,0.000,0.020,0.190
'0:04.246',0.100,0.000,0.020,0.190
'0:04.248',0.110,0.000,0.020,0.200
'0:04.250',0.100,0.010,0.030,0.200
'0:04.252',0.080,0.050,0.040,0.210
'0:04.254',0.080,0.050,0.030,0.210
'0:04.256',0.080,0.040,0.030,0.200
'0:04.258',0.080,0.020,0.020,0.190
'0:04.260',0.090,0.000,0.010,0.180
'0:04.262',0.110,0.000,0.010,0.170
'0:04.264',0.100,0.000,0.020,0.190
'0:04.266',0.080,0.050,0.050,0.230
'0:04.268',0.080,0.060,0.040,0.230
'0:04.270',0.080,0.050,0.040,0.230
'0:04.272',0.090,0.030,0.030,0.240
'0:04.274',0.080,0.010,0.040,0.240
'0:04.276',0.080,0.000,0.040,0.220
'0:04.278',0.090,0.000,0.020,0.210
'0:04.280',0.090,0.010,0.020,0.220
'0:04.282',0.090,0.030,0.010,0.220
'0:04.284',0.100,0.050,0.010,0.210
'0:04.286',0.110,0.050,0.010,0.200
'0:04.288',0.120,0.020,0.010,0.200
'0:04.290',0.130,-0.010,0.010,0.210
'0:04.292',0.110,-0.010,0.010,0.200
'0:04.294',0.100,0.000,0.020,0.200
'0:04.296',0.110,0.000,0.020,0.200
'0:04.298',0.120,0.000,0.020,0.200
'0:04.300',0.120,0.000,0.030,0.190
'0:04.302',0.120,0.000,0.030,0.200
'0:04.304',0.120,-0.010,0.020,0.200
'0:04.306',0.110,-0.010,0.020,0.210
'0:04.308',0.090,0.000,0.040,0.230
'0:04.310',0.090,0.000,0.040,0.220
'0:04.312',0.100,-0.010,0.020,0.200
'0:04.314',0.110,-0.010,0.010,0.190
'0:04.316',0.120,-0.010,0.020,0.170
'0:04.318',0.120,-0.020,0.020,0.170
'0:04.320',0.120,-0.010,0.000,0.190
'0:04.322',0.110,0.000,0.000,0.210
'0:04.324',0.110,0.000,0.000,0.210
'0:04.326',0.110,0.000,0.000,0.190
'0:04.328',0.100,0.000,-0.010,0.170
'0:04.330',0.110,-0.010,0.000,0.160
'0:04.332',0.120,-0.010,0.000,0.150
'0:04.334',0.110,0.000,0.000,0.150
'0:04.336',0.110,0.030,0.010,0.150
'0:04.338',0.120,0.020,0.020,0.150
'0:04.340',0.120,0.000,0.030,0.140
'0:04.342',0.110,0.000,0.030,0.120
'0:04.344',0.110,-0.020,0.020,0.100
'0:04.346',0.130,-0.030,0.010,0.100
'0:04.348',0.130,-0.010,0.010,0.120
'0:04.350',0.090,0.050,0.050,0.160
'0:04.352',0.080,0.060,0.060,0.170
'0:04.354',0.080,0.040,0.050,0.160
'0:04.356',0.100,0.000,0.040,0.150
'0:04.358',0.100,-0.010,0.020,0.140
'0:04.360',0.090,-0.030,0.000,0.130
'0:04.362',0.070,-0.040,0.000,0.150
'0:04.364',0.050,-0.010,0.010,0.200
'0:04.366',0.040,0.000,0.020,0.210
'0:04.368',0.040,0.000,0.020,0.200
'0:04.370',0.040,-0.010,0.010,0.190
'0:04.372',0.040,-0.030,0.000,0.190
'0:04.374',0.040,-0.050,-0.010,0.180
'0:04.376',0.030,-0.060,-0.030,0.170
'0:04.378',0.020,-0.060,-0.040,0.180
'0:04.380',0.020,-0.070,-0.030,0.180
'0:04.382',0.030,-0.080,-0.040,0.160
'0:04.384',0.040,-0.090,-0.040,0.160
'0:04.386',0.040,-0.090,-0.040,0.160
'0:04.388',0.040,-0.100,-0.050,0.170
'0:04.390',0.020,-0.110,-0.040,0.180
'0:04.392',-0.010,-0.100,-0.020,0.190
'0:04.394',-0.010,-0.090,0.000,0.190
'0:04.396',0.000,-0.090,-0.010,0.190
'0:04.398',0.000,-0.080,-0.020,0.180
'0:04.400',0.020,-0.060,-0.010,0.180
'0:04.402',0.020,-0.050,0.000,0.190
'0:04.404',0.020,-0.040,0.000,0.210
'0:04.406',0.010,-0.010,0.010,0.240
'0:04.408',0.010,-0.020,0.010,0.240
'0:04.410',0.020,-0.030,0.000,0.210
'0:04.412',0.020,-0.040,0.000,0.200
'0:04.414',0.030,-0.030,0.000,0.180
'0:04.416',0.050,-0.010,0.000,0.160
'0:04.418',0.050,-0.010,0.000,0.160
'0:04.420',0.050,0.000,0.010,0.170
'0:04.422',0.060,0.000,0.030,0.160
'0:04.424',0.070,-0.010,0.030,0.140
'0:04.426',0.090,-0.030,0.020,0.120
'0:04.428',0.110,-0.050,0.000,0.110
'0:04.430',0.120,-0.060,0.000,0.100
'0:04.432',0.130,-0.060,0.000,0.100
'0:04.434',0.110,-0.030,0.010,0.110
'0:04.436',0.100,-0.010,0.010,0.110
'0:04.438',0.110,-0.020,0.000,0.100
'0:04.440',0.110,-0.030,-0.010,0.080
'0:04.442',0.120,-0.030,-0.030,0.060
'0:04.444',0.130,-0.030,-0.040,0.040
'0:04.446',0.140,-0.030,-0.030,0.040
'0:04.448',0.140,0.000,-0.010,0.060
'0:04.450',0.140,0.020,-0.010,0.060
'0:04.452',0.140,0.030,0.000,0.050
